nohup: ignoring input
Using device: cuda:1
Run checkpoints will be saved to: training_outputs/ckpts/20260713_012129
Concept branches | visual_concept_on=True | temporal_concepts_on=False | visual_concept_logit_scale=1.0
Train: 21351 windows (/data/quantization/zaima/dh1k/training) | Val: 3722 windows (/data/quantization/zaima/dh1k/testing) | window_len=16
Initialized saliency bias to logit(0.0177) = -4.0163 for: final_upsample_head.head, patch_logit_head
Backbone fine-tuning enabled | effective_batch_size=4 | micro_batch_size=4 | grad_accum_steps=1 | gradient_checkpointing=False | visual_equiv=off

Epoch 1/100

Train epoch 1:  55%|█████▍    | 2922/5338 [17:19<14:11,  2.84it/s, loss=-1.7662]
Train epoch 1:  55%|█████▍    | 2923/5338 [17:19<14:15,  2.82it/s, loss=-1.7662]
Train epoch 1:  55%|█████▍    | 2923/5338 [17:19<14:15,  2.82it/s, loss=-2.1682]
Train epoch 1:  55%|█████▍    | 2924/5338 [17:19<14:17,  2.81it/s, loss=-2.1682]
Train epoch 1:  55%|█████▍    | 2924/5338 [17:20<14:17,  2.81it/s, loss=-0.0153]
Train epoch 1:  55%|█████▍    | 2925/5338 [17:20<14:17,  2.81it/s, loss=-0.0153]
Train epoch 1:  55%|█████▍    | 2925/5338 [17:20<14:17,  2.81it/s, loss=-2.3956]
Train epoch 1:  55%|█████▍    | 2926/5338 [17:20<14:16,  2.82it/s, loss=-2.3956]
Train epoch 1:  55%|█████▍    | 2926/5338 [17:20<14:16,  2.82it/s, loss=-3.1707]
Train epoch 1:  55%|█████▍    | 2927/5338 [17:20<14:19,  2.81it/s, loss=-3.1707]
Train epoch 1:  55%|█████▍    | 2927/5338 [17:21<14:19,  2.81it/s, loss=-2.2391]
Train epoch 1:  55%|█████▍    | 2928/5338 [17:21<14:20,  2.80it/s, loss=-2.2391]
Train epoch 1:  55%|█████▍    | 2928/5338 [17:21<14:20,  2.80it/s, loss=-2.8316]
Train epoch 1:  55%|█████▍    | 2929/5338 [17:21<14:05,  2.85it/s, loss=-2.8316]
Train epoch 1:  55%|█████▍    | 2929/5338 [17:21<14:05,  2.85it/s, loss=-2.5373]
Train epoch 1:  55%|█████▍    | 2930/5338 [17:21<14:10,  2.83it/s, loss=-2.5373]
Train epoch 1:  55%|█████▍    | 2930/5338 [17:22<14:10,  2.83it/s, loss=-1.6076]
Train epoch 1:  55%|█████▍    | 2931/5338 [17:22<14:18,  2.80it/s, loss=-1.6076]
Train epoch 1:  55%|█████▍    | 2931/5338 [17:22<14:18,  2.80it/s, loss=-1.6786]
Train epoch 1:  55%|█████▍    | 2932/5338 [17:22<13:52,  2.89it/s, loss=-1.6786]
Train epoch 1:  55%|█████▍    | 2932/5338 [17:22<13:52,  2.89it/s, loss=-2.5260]
Train epoch 1:  55%|█████▍    | 2933/5338 [17:22<14:01,  2.86it/s, loss=-2.5260]
Train epoch 1:  55%|█████▍    | 2933/5338 [17:23<14:01,  2.86it/s, loss=-2.5222]
Train epoch 1:  55%|█████▍    | 2934/5338 [17:23<14:14,  2.81it/s, loss=-2.5222]
Train epoch 1:  55%|█████▍    | 2934/5338 [17:23<14:14,  2.81it/s, loss=-2.4578]
Train epoch 1:  55%|█████▍    | 2935/5338 [17:23<14:25,  2.78it/s, loss=-2.4578]
Train epoch 1:  55%|█████▍    | 2935/5338 [17:24<14:25,  2.78it/s, loss=-3.2130]
Train epoch 1:  55%|█████▌    | 2936/5338 [17:24<14:19,  2.79it/s, loss=-3.2130]
Train epoch 1:  55%|█████▌    | 2936/5338 [17:24<14:19,  2.79it/s, loss=-2.5059]
Train epoch 1:  55%|█████▌    | 2937/5338 [17:24<14:08,  2.83it/s, loss=-2.5059]
Train epoch 1:  55%|█████▌    | 2937/5338 [17:24<14:08,  2.83it/s, loss=-1.5415]
Train epoch 1:  55%|█████▌    | 2938/5338 [17:24<14:18,  2.79it/s, loss=-1.5415]
Train epoch 1:  55%|█████▌    | 2938/5338 [17:25<14:18,  2.79it/s, loss=-2.5348]
Train epoch 1:  55%|█████▌    | 2939/5338 [17:25<14:16,  2.80it/s, loss=-2.5348]
Train epoch 1:  55%|█████▌    | 2939/5338 [17:25<14:16,  2.80it/s, loss=-2.2004]
Train epoch 1:  55%|█████▌    | 2940/5338 [17:25<13:50,  2.89it/s, loss=-2.2004]
Train epoch 1:  55%|█████▌    | 2940/5338 [17:25<13:50,  2.89it/s, loss=-1.4808]
Train epoch 1:  55%|█████▌    | 2941/5338 [17:25<13:32,  2.95it/s, loss=-1.4808]
Train epoch 1:  55%|█████▌    | 2941/5338 [17:26<13:32,  2.95it/s, loss=-3.3427]
Train epoch 1:  55%|█████▌    | 2942/5338 [17:26<13:45,  2.90it/s, loss=-3.3427]
Train epoch 1:  55%|█████▌    | 2942/5338 [17:26<13:45,  2.90it/s, loss=-2.2835]
Train epoch 1:  55%|█████▌    | 2943/5338 [17:26<13:51,  2.88it/s, loss=-2.2835]
Train epoch 1:  55%|█████▌    | 2943/5338 [17:26<13:51,  2.88it/s, loss=-2.2114]
Train epoch 1:  55%|█████▌    | 2944/5338 [17:26<13:56,  2.86it/s, loss=-2.2114]
Train epoch 1:  55%|█████▌    | 2944/5338 [17:27<13:56,  2.86it/s, loss=-3.1634]
Train epoch 1:  55%|█████▌    | 2945/5338 [17:27<14:05,  2.83it/s, loss=-3.1634]
Train epoch 1:  55%|█████▌    | 2945/5338 [17:27<14:05,  2.83it/s, loss=-2.3416]
Train epoch 1:  55%|█████▌    | 2946/5338 [17:27<13:41,  2.91it/s, loss=-2.3416]
Train epoch 1:  55%|█████▌    | 2946/5338 [17:27<13:41,  2.91it/s, loss=-3.6939]
Train epoch 1:  55%|█████▌    | 2947/5338 [17:27<13:57,  2.85it/s, loss=-3.6939]
Train epoch 1:  55%|█████▌    | 2947/5338 [17:28<13:57,  2.85it/s, loss=-1.4358]
Train epoch 1:  55%|█████▌    | 2948/5338 [17:28<14:07,  2.82it/s, loss=-1.4358]
Train epoch 1:  55%|█████▌    | 2948/5338 [17:28<14:07,  2.82it/s, loss=-1.0440]
Train epoch 1:  55%|█████▌    | 2949/5338 [17:28<14:12,  2.80it/s, loss=-1.0440]
Train epoch 1:  55%|█████▌    | 2949/5338 [17:28<14:12,  2.80it/s, loss=-1.5621]
Train epoch 1:  55%|█████▌    | 2950/5338 [17:28<14:13,  2.80it/s, loss=-1.5621]
Train epoch 1:  55%|█████▌    | 2950/5338 [17:29<14:13,  2.80it/s, loss=-2.6510]
Train epoch 1:  55%|█████▌    | 2951/5338 [17:29<13:52,  2.87it/s, loss=-2.6510]
Train epoch 1:  55%|█████▌    | 2951/5338 [17:29<13:52,  2.87it/s, loss=-3.7260]
Train epoch 1:  55%|█████▌    | 2952/5338 [17:29<13:55,  2.86it/s, loss=-3.7260]
Train epoch 1:  55%|█████▌    | 2952/5338 [17:29<13:55,  2.86it/s, loss=-2.5110]
Train epoch 1:  55%|█████▌    | 2953/5338 [17:29<13:36,  2.92it/s, loss=-2.5110]
Train epoch 1:  55%|█████▌    | 2953/5338 [17:30<13:36,  2.92it/s, loss=-2.2066]
Train epoch 1:  55%|█████▌    | 2954/5338 [17:30<13:36,  2.92it/s, loss=-2.2066]
Train epoch 1:  55%|█████▌    | 2954/5338 [17:30<13:36,  2.92it/s, loss=-1.2110]
Train epoch 1:  55%|█████▌    | 2955/5338 [17:30<13:27,  2.95it/s, loss=-1.2110]
Train epoch 1:  55%|█████▌    | 2955/5338 [17:31<13:27,  2.95it/s, loss=-2.5837]
Train epoch 1:  55%|█████▌    | 2956/5338 [17:31<13:45,  2.89it/s, loss=-2.5837]
Train epoch 1:  55%|█████▌    | 2956/5338 [17:31<13:45,  2.89it/s, loss=-2.5374]
Train epoch 1:  55%|█████▌    | 2957/5338 [17:31<13:54,  2.85it/s, loss=-2.5374]
Train epoch 1:  55%|█████▌    | 2957/5338 [17:31<13:54,  2.85it/s, loss=-2.6568]
Train epoch 1:  55%|█████▌    | 2958/5338 [17:31<13:57,  2.84it/s, loss=-2.6568]
Train epoch 1:  55%|█████▌    | 2958/5338 [17:32<13:57,  2.84it/s, loss=-2.0312]
Train epoch 1:  55%|█████▌    | 2959/5338 [17:32<13:40,  2.90it/s, loss=-2.0312]
Train epoch 1:  55%|█████▌    | 2959/5338 [17:32<13:40,  2.90it/s, loss=-2.5659]
Train epoch 1:  55%|█████▌    | 2960/5338 [17:32<13:50,  2.86it/s, loss=-2.5659]
Train epoch 1:  55%|█████▌    | 2960/5338 [17:32<13:50,  2.86it/s, loss=-3.2642]
Train epoch 1:  55%|█████▌    | 2961/5338 [17:32<14:00,  2.83it/s, loss=-3.2642]
Train epoch 1:  55%|█████▌    | 2961/5338 [17:33<14:00,  2.83it/s, loss=-2.0936]
Train epoch 1:  55%|█████▌    | 2962/5338 [17:33<14:06,  2.81it/s, loss=-2.0936]
Train epoch 1:  55%|█████▌    | 2962/5338 [17:33<14:06,  2.81it/s, loss=-2.2081]
Train epoch 1:  56%|█████▌    | 2963/5338 [17:33<13:56,  2.84it/s, loss=-2.2081]
Train epoch 1:  56%|█████▌    | 2963/5338 [17:33<13:56,  2.84it/s, loss=-2.3415]
Train epoch 1:  56%|█████▌    | 2964/5338 [17:33<14:00,  2.82it/s, loss=-2.3415]
Train epoch 1:  56%|█████▌    | 2964/5338 [17:34<14:00,  2.82it/s, loss=-2.0734]
Train epoch 1:  56%|█████▌    | 2965/5338 [17:34<14:00,  2.82it/s, loss=-2.0734]
Train epoch 1:  56%|█████▌    | 2965/5338 [17:34<14:00,  2.82it/s, loss=-1.1766]
Train epoch 1:  56%|█████▌    | 2966/5338 [17:34<13:49,  2.86it/s, loss=-1.1766]
Train epoch 1:  56%|█████▌    | 2966/5338 [17:34<13:49,  2.86it/s, loss=-1.3563]
Train epoch 1:  56%|█████▌    | 2967/5338 [17:34<13:47,  2.87it/s, loss=-1.3563]
Train epoch 1:  56%|█████▌    | 2967/5338 [17:35<13:47,  2.87it/s, loss=-1.9278]
Train epoch 1:  56%|█████▌    | 2968/5338 [17:35<13:59,  2.82it/s, loss=-1.9278]
Train epoch 1:  56%|█████▌    | 2968/5338 [17:35<13:59,  2.82it/s, loss=-1.7722]
Train epoch 1:  56%|█████▌    | 2969/5338 [17:35<14:04,  2.80it/s, loss=-1.7722]
Train epoch 1:  56%|█████▌    | 2969/5338 [17:35<14:04,  2.80it/s, loss=-1.8755]
Train epoch 1:  56%|█████▌    | 2970/5338 [17:35<14:12,  2.78it/s, loss=-1.8755]
Train epoch 1:  56%|█████▌    | 2970/5338 [17:36<14:12,  2.78it/s, loss=-1.3542]
Train epoch 1:  56%|█████▌    | 2971/5338 [17:36<13:55,  2.83it/s, loss=-1.3542]
Train epoch 1:  56%|█████▌    | 2971/5338 [17:36<13:55,  2.83it/s, loss=-1.4394]
Train epoch 1:  56%|█████▌    | 2972/5338 [17:36<13:50,  2.85it/s, loss=-1.4394]
Train epoch 1:  56%|█████▌    | 2972/5338 [17:37<13:50,  2.85it/s, loss=-1.8496]
Train epoch 1:  56%|█████▌    | 2973/5338 [17:37<13:54,  2.83it/s, loss=-1.8496]
Train epoch 1:  56%|█████▌    | 2973/5338 [17:37<13:54,  2.83it/s, loss=-2.2434]
Train epoch 1:  56%|█████▌    | 2974/5338 [17:37<14:04,  2.80it/s, loss=-2.2434]
Train epoch 1:  56%|█████▌    | 2974/5338 [17:37<14:04,  2.80it/s, loss=-2.0017]
Train epoch 1:  56%|█████▌    | 2975/5338 [17:37<14:03,  2.80it/s, loss=-2.0017]
Train epoch 1:  56%|█████▌    | 2975/5338 [17:38<14:03,  2.80it/s, loss=-2.1924]
Train epoch 1:  56%|█████▌    | 2976/5338 [17:38<14:14,  2.76it/s, loss=-2.1924]
Train epoch 1:  56%|█████▌    | 2976/5338 [17:38<14:14,  2.76it/s, loss=-3.0444]
Train epoch 1:  56%|█████▌    | 2977/5338 [17:38<13:54,  2.83it/s, loss=-3.0444]
Train epoch 1:  56%|█████▌    | 2977/5338 [17:38<13:54,  2.83it/s, loss=-4.2737]
Train epoch 1:  56%|█████▌    | 2978/5338 [17:38<13:42,  2.87it/s, loss=-4.2737]
Train epoch 1:  56%|█████▌    | 2978/5338 [17:39<13:42,  2.87it/s, loss=-1.6060]
Train epoch 1:  56%|█████▌    | 2979/5338 [17:39<13:50,  2.84it/s, loss=-1.6060]
Train epoch 1:  56%|█████▌    | 2979/5338 [17:39<13:50,  2.84it/s, loss=-3.0802]
Train epoch 1:  56%|█████▌    | 2980/5338 [17:39<13:42,  2.87it/s, loss=-3.0802]
Train epoch 1:  56%|█████▌    | 2980/5338 [17:39<13:42,  2.87it/s, loss=-2.1251]
Train epoch 1:  56%|█████▌    | 2981/5338 [17:39<13:58,  2.81it/s, loss=-2.1251]
Train epoch 1:  56%|█████▌    | 2981/5338 [17:40<13:58,  2.81it/s, loss=-2.1367]
Train epoch 1:  56%|█████▌    | 2982/5338 [17:40<13:59,  2.81it/s, loss=-2.1367]
Train epoch 1:  56%|█████▌    | 2982/5338 [17:40<13:59,  2.81it/s, loss=-1.4070]
Train epoch 1:  56%|█████▌    | 2983/5338 [17:40<14:05,  2.78it/s, loss=-1.4070]
Train epoch 1:  56%|█████▌    | 2983/5338 [17:40<14:05,  2.78it/s, loss=-1.7243]
Train epoch 1:  56%|█████▌    | 2984/5338 [17:40<14:03,  2.79it/s, loss=-1.7243]
Train epoch 1:  56%|█████▌    | 2984/5338 [17:41<14:03,  2.79it/s, loss=-3.7311]
Train epoch 1:  56%|█████▌    | 2985/5338 [17:41<14:19,  2.74it/s, loss=-3.7311]
Train epoch 1:  56%|█████▌    | 2985/5338 [17:41<14:19,  2.74it/s, loss=-1.9574]
Train epoch 1:  56%|█████▌    | 2986/5338 [17:41<14:04,  2.78it/s, loss=-1.9574]
Train epoch 1:  56%|█████▌    | 2986/5338 [17:42<14:04,  2.78it/s, loss=-1.5934]
Train epoch 1:  56%|█████▌    | 2987/5338 [17:42<14:11,  2.76it/s, loss=-1.5934]
Train epoch 1:  56%|█████▌    | 2987/5338 [17:42<14:11,  2.76it/s, loss=-0.9254]
Train epoch 1:  56%|█████▌    | 2988/5338 [17:42<13:59,  2.80it/s, loss=-0.9254]
Train epoch 1:  56%|█████▌    | 2988/5338 [17:42<13:59,  2.80it/s, loss=-2.4781]
Train epoch 1:  56%|█████▌    | 2989/5338 [17:42<13:33,  2.89it/s, loss=-2.4781]
Train epoch 1:  56%|█████▌    | 2989/5338 [17:43<13:33,  2.89it/s, loss=-3.0354]
Train epoch 1:  56%|█████▌    | 2990/5338 [17:43<13:46,  2.84it/s, loss=-3.0354]
Train epoch 1:  56%|█████▌    | 2990/5338 [17:43<13:46,  2.84it/s, loss=-2.0484]
Train epoch 1:  56%|█████▌    | 2991/5338 [17:43<13:42,  2.85it/s, loss=-2.0484]
Train epoch 1:  56%|█████▌    | 2991/5338 [17:43<13:42,  2.85it/s, loss=-2.1308]
Train epoch 1:  56%|█████▌    | 2992/5338 [17:43<13:42,  2.85it/s, loss=-2.1308]
Train epoch 1:  56%|█████▌    | 2992/5338 [17:44<13:42,  2.85it/s, loss=-1.1136]
Train epoch 1:  56%|█████▌    | 2993/5338 [17:44<13:25,  2.91it/s, loss=-1.1136]
Train epoch 1:  56%|█████▌    | 2993/5338 [17:44<13:25,  2.91it/s, loss=-1.7037]
Train epoch 1:  56%|█████▌    | 2994/5338 [17:44<13:43,  2.85it/s, loss=-1.7037]
Train epoch 1:  56%|█████▌    | 2994/5338 [17:44<13:43,  2.85it/s, loss=-2.2018]
Train epoch 1:  56%|█████▌    | 2995/5338 [17:44<13:49,  2.82it/s, loss=-2.2018]
Train epoch 1:  56%|█████▌    | 2995/5338 [17:45<13:49,  2.82it/s, loss=-3.1127]
Train epoch 1:  56%|█████▌    | 2996/5338 [17:45<14:07,  2.76it/s, loss=-3.1127]
Train epoch 1:  56%|█████▌    | 2996/5338 [17:45<14:07,  2.76it/s, loss=-3.2748]
Train epoch 1:  56%|█████▌    | 2997/5338 [17:45<13:46,  2.83it/s, loss=-3.2748]
Train epoch 1:  56%|█████▌    | 2997/5338 [17:45<13:46,  2.83it/s, loss=-3.4272]
Train epoch 1:  56%|█████▌    | 2998/5338 [17:45<13:26,  2.90it/s, loss=-3.4272]
Train epoch 1:  56%|█████▌    | 2998/5338 [17:46<13:26,  2.90it/s, loss=-1.5523]
Train epoch 1:  56%|█████▌    | 2999/5338 [17:46<13:13,  2.95it/s, loss=-1.5523]
Train epoch 1:  56%|█████▌    | 2999/5338 [17:46<13:13,  2.95it/s, loss=-2.2909]
Train epoch 1:  56%|█████▌    | 3000/5338 [17:46<13:30,  2.89it/s, loss=-2.2909]
Train epoch 1:  56%|█████▌    | 3000/5338 [17:46<13:30,  2.89it/s, loss=-2.6804]
Train epoch 1:  56%|█████▌    | 3001/5338 [17:46<14:29,  2.69it/s, loss=-2.6804]
Train epoch 1:  56%|█████▌    | 3001/5338 [17:47<14:29,  2.69it/s, loss=-2.4977]
Train epoch 1:  56%|█████▌    | 3002/5338 [17:47<14:05,  2.76it/s, loss=-2.4977]
Train epoch 1:  56%|█████▌    | 3002/5338 [17:47<14:05,  2.76it/s, loss=-2.8805]
Train epoch 1:  56%|█████▋    | 3003/5338 [17:47<14:05,  2.76it/s, loss=-2.8805]
Train epoch 1:  56%|█████▋    | 3003/5338 [17:48<14:05,  2.76it/s, loss=-2.2818]
Train epoch 1:  56%|█████▋    | 3004/5338 [17:48<13:49,  2.81it/s, loss=-2.2818]
Train epoch 1:  56%|█████▋    | 3004/5338 [17:48<13:49,  2.81it/s, loss=-3.4023]
Train epoch 1:  56%|█████▋    | 3005/5338 [17:48<13:43,  2.83it/s, loss=-3.4023]
Train epoch 1:  56%|█████▋    | 3005/5338 [17:48<13:43,  2.83it/s, loss=-1.7992]
Train epoch 1:  56%|█████▋    | 3006/5338 [17:48<13:31,  2.88it/s, loss=-1.7992]
Train epoch 1:  56%|█████▋    | 3006/5338 [17:49<13:31,  2.88it/s, loss=-2.1495]
Train epoch 1:  56%|█████▋    | 3007/5338 [17:49<13:33,  2.86it/s, loss=-2.1495]
Train epoch 1:  56%|█████▋    | 3007/5338 [17:49<13:33,  2.86it/s, loss=-4.8590]
Train epoch 1:  56%|█████▋    | 3008/5338 [17:49<13:46,  2.82it/s, loss=-4.8590]
Train epoch 1:  56%|█████▋    | 3008/5338 [17:49<13:46,  2.82it/s, loss=-3.7293]
Train epoch 1:  56%|█████▋    | 3009/5338 [17:49<13:55,  2.79it/s, loss=-3.7293]
Train epoch 1:  56%|█████▋    | 3009/5338 [17:50<13:55,  2.79it/s, loss=-3.0030]
Train epoch 1:  56%|█████▋    | 3010/5338 [17:50<13:39,  2.84it/s, loss=-3.0030]
Train epoch 1:  56%|█████▋    | 3010/5338 [17:50<13:39,  2.84it/s, loss=-2.1104]
Train epoch 1:  56%|█████▋    | 3011/5338 [17:50<13:45,  2.82it/s, loss=-2.1104]
Train epoch 1:  56%|█████▋    | 3011/5338 [17:50<13:45,  2.82it/s, loss=-2.7961]
Train epoch 1:  56%|█████▋    | 3012/5338 [17:50<13:51,  2.80it/s, loss=-2.7961]
Train epoch 1:  56%|█████▋    | 3012/5338 [17:51<13:51,  2.80it/s, loss=-2.3333]
Train epoch 1:  56%|█████▋    | 3013/5338 [17:51<13:28,  2.88it/s, loss=-2.3333]
Train epoch 1:  56%|█████▋    | 3013/5338 [17:51<13:28,  2.88it/s, loss=-2.5421]
Train epoch 1:  56%|█████▋    | 3014/5338 [17:51<13:39,  2.83it/s, loss=-2.5421]
Train epoch 1:  56%|█████▋    | 3014/5338 [17:51<13:39,  2.83it/s, loss=-2.1760]
Train epoch 1:  56%|█████▋    | 3015/5338 [17:51<13:33,  2.85it/s, loss=-2.1760]
Train epoch 1:  56%|█████▋    | 3015/5338 [17:52<13:33,  2.85it/s, loss=-2.7602]
Train epoch 1:  57%|█████▋    | 3016/5338 [17:52<13:41,  2.83it/s, loss=-2.7602]
Train epoch 1:  57%|█████▋    | 3016/5338 [17:52<13:41,  2.83it/s, loss=-3.6485]
Train epoch 1:  57%|█████▋    | 3017/5338 [17:52<13:30,  2.86it/s, loss=-3.6485]
Train epoch 1:  57%|█████▋    | 3017/5338 [17:52<13:30,  2.86it/s, loss=-2.3294]
Train epoch 1:  57%|█████▋    | 3018/5338 [17:52<13:13,  2.92it/s, loss=-2.3294]
Train epoch 1:  57%|█████▋    | 3018/5338 [17:53<13:13,  2.92it/s, loss=-3.0904]
Train epoch 1:  57%|█████▋    | 3019/5338 [17:53<12:59,  2.97it/s, loss=-3.0904]
Train epoch 1:  57%|█████▋    | 3019/5338 [17:53<12:59,  2.97it/s, loss=-1.0139]
Train epoch 1:  57%|█████▋    | 3020/5338 [17:53<13:20,  2.90it/s, loss=-1.0139]
Train epoch 1:  57%|█████▋    | 3020/5338 [17:53<13:20,  2.90it/s, loss=-2.1249]
Train epoch 1:  57%|█████▋    | 3021/5338 [17:53<13:08,  2.94it/s, loss=-2.1249]
Train epoch 1:  57%|█████▋    | 3021/5338 [17:54<13:08,  2.94it/s, loss=-1.8310]
Train epoch 1:  57%|█████▋    | 3022/5338 [17:54<12:55,  2.98it/s, loss=-1.8310]
Train epoch 1:  57%|█████▋    | 3022/5338 [17:54<12:55,  2.98it/s, loss=-3.3787]
Train epoch 1:  57%|█████▋    | 3023/5338 [17:54<12:51,  3.00it/s, loss=-3.3787]
Train epoch 1:  57%|█████▋    | 3023/5338 [17:54<12:51,  3.00it/s, loss=-1.7014]
Train epoch 1:  57%|█████▋    | 3024/5338 [17:54<13:01,  2.96it/s, loss=-1.7014]
Train epoch 1:  57%|█████▋    | 3024/5338 [17:55<13:01,  2.96it/s, loss=-1.8793]
Train epoch 1:  57%|█████▋    | 3025/5338 [17:55<13:19,  2.89it/s, loss=-1.8793]
Train epoch 1:  57%|█████▋    | 3025/5338 [17:55<13:19,  2.89it/s, loss=-1.8773]
Train epoch 1:  57%|█████▋    | 3026/5338 [17:55<13:29,  2.86it/s, loss=-1.8773]
Train epoch 1:  57%|█████▋    | 3026/5338 [17:56<13:29,  2.86it/s, loss=-0.8035]
Train epoch 1:  57%|█████▋    | 3027/5338 [17:56<13:41,  2.81it/s, loss=-0.8035]
Train epoch 1:  57%|█████▋    | 3027/5338 [17:56<13:41,  2.81it/s, loss=-1.9573]
Train epoch 1:  57%|█████▋    | 3028/5338 [17:56<13:41,  2.81it/s, loss=-1.9573]
Train epoch 1:  57%|█████▋    | 3028/5338 [17:56<13:41,  2.81it/s, loss=-1.6583]
Train epoch 1:  57%|█████▋    | 3029/5338 [17:56<13:36,  2.83it/s, loss=-1.6583]
Train epoch 1:  57%|█████▋    | 3029/5338 [17:57<13:36,  2.83it/s, loss=-1.6969]
Train epoch 1:  57%|█████▋    | 3030/5338 [17:57<13:34,  2.83it/s, loss=-1.6969]
Train epoch 1:  57%|█████▋    | 3030/5338 [17:57<13:34,  2.83it/s, loss=-1.9096]
Train epoch 1:  57%|█████▋    | 3031/5338 [17:57<13:38,  2.82it/s, loss=-1.9096]
Train epoch 1:  57%|█████▋    | 3031/5338 [17:57<13:38,  2.82it/s, loss=-0.9877]
Train epoch 1:  57%|█████▋    | 3032/5338 [17:57<13:39,  2.81it/s, loss=-0.9877]
Train epoch 1:  57%|█████▋    | 3032/5338 [17:58<13:39,  2.81it/s, loss=-3.1473]
